Tree,Group,FtNo,Number,Name,ValueType,Unit,Default,Min,Max,Command,DataAttribute,Rsware,Remark
ECAT Objects/Object 2,(top-level),0x2429,306,DDC Q-Value,int,-,707,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x242B,307,Cascade DDC 2nd LPF Cut-off Frequency,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x242C,308,Current POC Kr Filter,int,-,3500,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x242D,309,Current POC BPF Upper Cut-off Frequency,int,-,2500,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x242E,310,Current POC BPF Lower Cut-off Frequency,int,-,10,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x242F,311,Current POC Kd Gain,int,-,2000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2430,312,Current POC Operation Delay,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2500,313,Brake Inactive Delay,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2501,314,Disable Delay,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2502,315,Brake Active Delay,int,-,500,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2503,316,Braking Application Velocity,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2504,317,AC Line Loss Fault Delay,int,-,20,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2509,318,Motor Overload Method Selection,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x250B,319,Power Sag Warning Enable,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x250C,320,Power Sag Current Limit,int,-,50,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x250D,321,Power Sag Current Limit Release Time,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x250E,322,ECAT Abs Origin Offset,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x250F,323,ECAT Homing Method,int,-,35,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2510,324,ECAT Homing Timeout,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2511,325,ECAT Homing Offset,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2512,326,ECAT Homing Velocity 1,int,-,200000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2513,327,ECAT Homing Velocity 2,int,-,200000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2514,328,ECAT Homing Acceleration,int,-,2000000,,,PDO,Always,O,
ECAT Objects/Object 2,Linear Function,0x2515:00,329,Linear Function,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Linear Function,0x2515:01,330,Reserved1,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Linear Function,0x2515:02,331,Reserved2,int,-,3,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Linear Function,0x2515:03,332,Reserved3,int,-,5,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Linear Function,0x2515:04,333,BiSS Commutation Angle Search Enable,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,Encoder Feedback Forward Direction,0x2516:00,334,Encoder Feedback Forward Direction,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Encoder Feedback Forward Direction,0x2516:01,335,Encoder Feedback Forward Direction,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Encoder Feedback Forward Direction,0x2516:02,336,U-V-W Phase Sequence of Rotor Direction,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Encoder Feedback Forward Direction,0x2516:03,337,Hall Offset Clear Signal,int,-,0x1,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Encoder Feedback Forward Direction,0x2516:04,338,Hall Signal Polarity,int,-,0x0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2518,339,External Shunt Resistance,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2519,340,External Shunt Resistor Power Rate,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x251A,341,STO Circuit Verification Mode,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x251E,342,PWM Switching Frequency,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x251F,343,BiSS Commutation Angle Value,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2520,344,BiSS Master Clock Frequency,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2521,345,Target Position,int,-,30,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2522,346,Target Velocity,int,-,1000,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2523,347,Acc/Dec Time,int,-,50,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning AutoSetup Function Setting,0x2524:00,348,Smart Tuning AutoSetup Function Setting,int,-,4,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning AutoSetup Function Setting,0x2524:01,349,Detect Excessive Resonance Fault,int,-,0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning AutoSetup Function Setting,0x2524:02,350,Direction,int,-,0,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning AutoSetup Function Setting,0x2524:03,351,Reserved3,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning AutoSetup Function Setting,0x2524:04,352,Reserved4,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,(top-level),0x2525,353,Target Tact Time,int,-,20,,,PDO,Always,O,[v2.10+]
ECAT Objects/Object 2,Sensor Input Polarity,0x2526:00,354,Sensor Input Polarity,int,-,4,,,PDO,ReadOnly,O,[v2.14+]
ECAT Objects/Object 2,Sensor Input Polarity,0x2526:01,355,N-OT Polarity,int,-,0,,,PDO,Always,O,[v2.14+]
ECAT Objects/Object 2,Sensor Input Polarity,0x2526:02,356,P-OT Polarity,int,-,0,,,PDO,Always,O,[v2.14+]
ECAT Objects/Object 2,Sensor Input Polarity,0x2526:03,357,Home Sensor Polarity,int,-,,,,PDO,Always,O,[v2.14+]
ECAT Objects/Object 2,Sensor Input Polarity,0x2526:04,358,Reserved,int,-,,,,PDO,ReadOnly,O,[v2.14+]
ECAT Objects/Object 2,Commutation Angle Self-Sensing Startup,0x2527:00,359,Commutation Angle Self-Sensing Startup,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Commutation Angle Self-Sensing Startup,0x2527:01,360,Reserved1,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Commutation Angle Self-Sensing Startup,0x2527:02,361,Encoder Direction Setup Mode,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Commutation Angle Self-Sensing Startup,0x2527:03,362,Encoder Direction Setup Operation,int,-,0x0,,,PDO,Always,O,
ECAT Objects/Object 2,Commutation Angle Self-Sensing Startup,0x2527:04,363,Reserved4,int,-,0x0,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2528,364,Self-Sensing Current Command,int,-,50,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2529,365,Self-Sensing Current Command Time,int,-,200,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x252A,366,Self-Sensing Current Command LPF Bandwidth,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x252B,367,Position Size for Self-Sensing Current Command Cut-off,int,-,100,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x252C,368,Motor Stopping Position Size,int,-,40,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x252D,369,Motor Stopping Time Lapse,int,-,40,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x252E,370,Motor Stopping Timeout,int,-,1000,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x252F,371,Target Commutation Angle,int,-,16384,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2530,372,Target Commutation Angle Interval,int,-,2048,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2539,373,Motor Overload Detection Level,int,-,0,,,PDO,Always,O,
ECAT Objects/Object 2,(top-level),0x2600,374,U Phase Current Offset,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2601,375,W Phase Current Offset,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2602,376,Absolute Single Turn Offset,int,-,,,,PDO,Always,O,
ECAT Objects/Object 2,Dynamic Brake Circuit Protection,0x2603:00,377,Dynamic Brake Circuit Protection,int,-,4,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Dynamic Brake Circuit Protection,0x2603:01,378,Dynamic Brake Circuit Protection,int,-,1,,,PDO,Always,O,
ECAT Objects/Object 2,Dynamic Brake Circuit Protection,0x2603:02,379,Reserved2,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Dynamic Brake Circuit Protection,0x2603:03,380,Reserved3,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Dynamic Brake Circuit Protection,0x2603:04,381,Reserved4,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2609,382,U Phase Current Offset (Digital),int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x260A,383,W Phase Current Offset (Digital),int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x260B,384,Writing BiSS Commutation Angle to Flash Status,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2700,385,Drive Capacity,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2702,386,Product Code,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2708,387,Serial No. High Word,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2709,388,Serial No. Low Word,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A00,389,Velocity Feedback,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A01,390,Velocity Command,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A02,391,Velocity Error,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A08,392,Commutation Angle,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A09,393,Mechanical Angle,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A0A,394,Shunt Power Limit Ratio,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A0C,395,Absolute Rotations,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A10,396,U Phase Current,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A11,397,V Phase Current,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A12,398,W Phase Current,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A13,399,Motor Utilization,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A1B,400,Instantaneous Shunt Power,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A1C,401,Drive Utilization,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A1F,402,FPGA Version,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A22,403,Absolute Single Turn Data,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A23,404,Absolute Maximum Current Command,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A24,405,Power Time Hour,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A25,406,Power Time Min Sec,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A2B,407,EtherCAT Version,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A2C,408,Current Load Factor(RMS),int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A2D,409,Current Peak Load Factor(RMS),int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A3B,410,ABSS Data,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A3C,411,ABSA Data,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A3D,412,Conv Hall Data,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A3E,413,Conv Alarm Data,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A3F,414,ECAT Homing Status,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A40,415,ECAT Homing Error,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A49,416,OS Version,string,-,Not Support,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A4A,417,Product Revision,string,-,Not Support,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2A4B,418,Product Type,string,-,Not Support,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2F00,419,Servo Warning,int,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2F01,420,Fault History #1,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2F02,421,Fault History #2,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2F03,422,Fault History #3,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2F04,423,Fault History #4,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2F05,424,Fault History #5,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2F06,425,Fault History #6,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2F07,426,Fault History #7,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,(top-level),0x2F08,427,Fault History #8,string,-,,,,PDO,ReadOnly,O,
ECAT Objects/Object 2,Motion History,0x2F09:00,428,Motion History,int,-,16,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:01,429,m1,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:02,430,m2,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:03,431,m3,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:04,432,m4,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:05,433,m5,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:06,434,m6,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:07,435,m7,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:08,436,m8,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:09,437,m9,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:0A,438,m10,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:0B,439,m11,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:0C,440,m12,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:0D,441,m13,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:0E,442,m14,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:0F,443,m15,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Motion History,0x2F09:10,444,m16,string,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:00,445,Smart Tuning Monitoring,int,-,32,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:01,446,Inertia Ratio of Load,int,-,50,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:02,447,Tungingless Gain,int,-,300,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:03,448,target position,int,-,30,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:04,449,target velocity,int,-,1000,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:05,450,acc_dec time,int,-,50,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:06,451,Detect Excessive Resonance fault,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:07,452,direction,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:08,453,D2,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:09,454,D3,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:0A,455,position smoothing filter,int,-,161,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:0B,456,load type,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:0C,457,inposition size,int,-,20,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:0D,458,Tacttime_target (ms),int,-,20,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:0E,459,,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:0F,460,,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:10,461,tuning state,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:11,462,Velocity feedback(Peak),int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:12,463,Load Factor (RMS),int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:13,464,Load Factor (Peak),int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:14,465,,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:15,466,Tacttime_result,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:16,467,,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:17,468,Overshoot_result,int,-,,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:18,469,Notch Filter 1 Frequency,int,-,10000,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:19,470,Notch Filter 1 Width,int,-,10,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:1A,471,Notch Filter 1 Depth,int,-,100,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:1B,472,Notch Filter 2 Frequency,int,-,10000,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:1C,473,Notch Filter 2 Width,int,-,10,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:1D,474,Notch Filter 2 Depth,int,-,100,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:1E,475,Notch Filter 3 Frequency,int,-,10000,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:1F,476,Notch Filter 3 Width,int,-,10,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 2,Smart Tuning Monitoring,0x2F0A:20,477,Notch Filter 3 Depth,int,-,100,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 3,(top-level),0x3001,1,Auto Tuning,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 3,(top-level),0x3002,2,Smart Tuning,int,-,0,,,PDO,ReadOnly,O,[v2.10+]
ECAT Objects/Object 3,(top-level),0x3009,3,Fault History Clear,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 3,(top-level),0x300A,4,Absolute Encoder Multi Turn Clear,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 3,(top-level),0x3010,5,Drive Reboot,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 5,(top-level),0x5010,1,Debug Flag,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 5,(top-level),0x5011,2,Monitor Address,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 5,(top-level),0x5012,3,Monitor A,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 5,(top-level),0x5013,4,Monitor B,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 5,(top-level),0x5014,5,Monitor C,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 5,(top-level),0x5015,6,DC Shift Time,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 5,(top-level),0x5020,7,HouseKeeping Time,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 5,(top-level),0x5022,8,SM Event CycleTime,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x603F,1,Error Code,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6040,2,Control Word,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6041,3,Status Word,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6060,4,Modes of Operation,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6061,5,Modes of Operation Display,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6062,6,Position Demand Value,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6063,7,Position Actual Internal Value,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6064,8,Position Actual Value,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6065,9,Following Error Window,int,-,(dynamic),,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6067,10,Position Window,int,-,10,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x606B,11,Velocity Demand Value,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x606C,12,Velocity Actual Value,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x606D,13,Velocity Window,int,-,10,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6071,14,Target Torque,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6072,15,Maximum Torque,int,-,3500,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6074,16,Torque Demand Value,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6077,17,Torque Actual Value,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x607A,18,Target Position,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x607C,19,Home Offset,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x607F,20,Max Profile Velocity,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6081,21,Profile Velocity,int,-,100000,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6083,22,Profile Acceleration,int,-,1000000,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6084,23,Profile Deceleration,int,-,1000000,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6085,24,Quick Stop Deceleration,int,-,1000000,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6098,25,Homing Method,int,-,35,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x60B0,26,Position Offset,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x60B1,27,Velocity Offset,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x60B2,28,Torque Offset,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x60B8,29,Touch Probe Function,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x60B9,30,Touch Probe Status,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x60FF,31,Target Velocity,int,-,0,,,PDO,ReadOnly,O,
ECAT Objects/Object 6,(top-level),0x6502,32,Supported Drive Modes,int,-,0x43A1,,,PDO,ReadOnly,O,
ECAT OP Mode/CSP,(top-level),0x603F,1,Error Code,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSP,(top-level),0x6040,2,Control Word,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSP,(top-level),0x6041,3,Status Word,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSP,(top-level),0x6060,4,Modes of Operation,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSP,(top-level),0x6064,5,Position Actual Value,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSP,(top-level),0x6065,6,Following Error Window,int,-,(dynamic),,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSP,(top-level),0x607A,7,Target Position,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSP,(top-level),0x60B0,8,Position Offset,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSP,(top-level),0x60B1,9,Velocity Offset,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
ECAT OP Mode/CSP,(top-level),0x60B2,10,Torque Offset,int,-,0,,,PDO,ReadOnly,O,[v2.05+]
